phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,label
8728897.0,https://docs.google.com/presentation/d/13auJ58F4VnBKolmwoXuY3zFY-PiPSJpvMWZHJI3qJLg/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8728897,2024-08-23T13:08:52+00:00,yes,2024-08-23T13:13:25+00:00,yes,Other,1
8884111.0,https://protonmail-100554.square.site/,http://www.phishtank.com/phish_detail.php?phish_id=8884111,2024-12-04T09:03:23+00:00,yes,2024-12-04T09:11:46+00:00,yes,Other,1
8688353.0,https://docs.google.com/presentation/d/e/2PACX-1vQc3aQ7WEhKNAjq35RDiU9O36tUf8jIIr1xpUcM9zghWtPcNRiyP0OeFqZaLdV7u7P_X5GBj6S42VMq/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p%3C/a%3E%3Co:p%3E%3C/o:p%3E%3C/b%3E%3C/p%3E%3Cp,http://www.phishtank.com/phish_detail.php?phish_id=8688353,2024-07-31T19:13:45+00:00,yes,2024-07-31T19:23:02+00:00,yes,Other,1
,https://didh.cn/,,,,,,,0
8119709.0,https://arohiglobal.com/,http://www.phishtank.com/phish_detail.php?phish_id=8119709,2023-04-17T22:34:46+00:00,yes,2023-04-17T22:44:53+00:00,yes,Facebook,1
9229424.0,https://share.hsforms.com/12ALrAN77SGGNcS9XVwMTywtbe8v,http://www.phishtank.com/phish_detail.php?phish_id=9229424,2025-10-03T12:19:31+00:00,yes,2025-10-03T12:22:32+00:00,yes,Other,1
,https://bca.de/,,,,,,,0
,https://btsmebel.ru/,,,,,,,0
,http://tunneled.me/about,,,,,,,0
,http://tipo777.bet/login,,,,,,,0
,https://opx.pl/,,,,,,,0
9305105.0,https://renaud.client-pickups-sms.com/,http://www.phishtank.com/phish_detail.php?phish_id=9305105,2026-01-05T23:00:09+00:00,yes,2026-01-05T23:02:42+00:00,yes,Other,1
,https://hitmos.fm/search?q=test,,,,,,,0
8070134.0,https://note-secure.myportfolio.com/,http://www.phishtank.com/phish_detail.php?phish_id=8070134,2023-03-11T03:18:31+00:00,yes,2023-03-11T03:36:19+00:00,yes,Other,1
,https://pornkin.com/home,,,,,,,0
9241806.0,http://media.hfuganda.com/historiasclinicas/etaroluenrbte/wpadminnew/core.php?r=bD1odHRwczovL2lvbm9zZXJ2aWNlb25saW5lLm9yZy8/SyU3Q0glN0NNJTdDSCU3QzMlN0M0JTdDOSU3Q0UlN0M4JTdDUiU3Q0glN0M5JTdDMyU3Q00lN0NWJTdDNiU3Q24lN0N4JTdDdyU3Q2glN0NrJTdDOSU3QzUlN0NCJTdDQiU3Q2QlN0M1JTdDNCU3Q3YlN0NiJTdDNiU3Q24lN0NtJTdDbiU3Q2IlN0N2JTdDYyU3Q3glN0NxJTdDNSU3QzklN0M0JTdDSyU3Q0QlN0NHJTdDOCU3QzMlN0MyJTdDSiU3Q0clN0NuJTdDbSU3Q2ElN0NzJTdDZSU3Q2QlN0N4JTdDdyU3Q2glN0NrJTdDOSU3Q2wlN0NoJTdDZiU3Q3YlN0NtJTdDYiU3Q2YlN0NMJTdDSCU3QzUlN0NEJTdDUyU3Q2slN0M2JTdDayU3QzQlN0NuJTdDbSU3QzYlN0M3JTdDNSU3Q0IlN0NCJTdDZCU3QzUlN0M0JTdDdiU3Q2IlN0M2JTdDbiU3Q20lN0NuJTdDYiU3Q3YlN0NjJTdDeCU3Q3ElN0M1JTdDOSU3QzQlN0NLJTdDRCU3Q0clN0M4JTdDMyU3QzIlN0NKJTdDRyU3Q24lN0NtJTdDTiU3QzYlN0NOJTdDNiU3QzclN0NtJTdDOSU3Q24lN0M3JTdDdCU3QzklN0N4JTdDdyU3Q2glN0NrJTdDOSU3Q2wlN0NoJTdDZiU3Q3YlN0NtJTdDYiU3Q2YlN0NMJTdDSCU3QzUlN0NEJTdDUyU3Q3glN0N3JTdDaCU3Q2slN0M5JTdDbCU3Q2glN0NmJTdDdiU3Q20lN0NiJTdDZiU3Q0wlN0NIJTdDNSU3Q0QlN0NTJTdDayU3QzYlN0NrJTdDNCU3Q24lN0NtJTdDNiU3QzclN0NOJTdDNiU3Q04lN0M2JTdDNyU3Q20lN0M5JTdDbiU3QzclN0N0JTdDOSU3Q24lN0N5JTdDbiU3Q0YlN0M3JTdDNSU3Q0IlN0NCJTdDZCU3Q24lN0NnJTdDNCU3Q3Y,http://www.phishtank.com/phish_detail.php?phish_id=9241806,2025-10-15T16:52:35+00:00,yes,2025-10-15T17:02:44+00:00,yes,Other,1
8541488.0,https://docs.google.com/presentation/d/e/2PACX-1vRIYe2gzRqx7JYo16SYjVb2uPBFCt5dY-bfzO6D2G_DdiKcPmj4A_NtV7wFuL3J6KyEru-TF72mhXUY/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8541488,2024-04-18T04:16:45+00:00,yes,2024-04-18T04:23:29+00:00,yes,Other,1
,https://xhc9jinmutongsm.cn/search?q=test,,,,,,,0
,http://roundcubeplus.com/about,,,,,,,0
,https://senior.co.il/,,,,,,,0
8676367.0,https://q-r.to/bfFrpa,http://www.phishtank.com/phish_detail.php?phish_id=8676367,2024-07-25T02:08:44+00:00,yes,2024-07-25T02:13:34+00:00,yes,Other,1
,https://infini138.net/home,,,,,,,0
8741229.0,https://qrco.de/bfMJUQ?AXi=,http://www.phishtank.com/phish_detail.php?phish_id=8741229,2024-09-03T09:03:37+00:00,yes,2024-09-03T09:13:04+00:00,yes,Other,1
,http://extrashop.sk/,,,,,,,0
,https://partsfinder.com/,,,,,,,0
9296042.0,https://roase.pl/netf/138aab288c363726990120413c62acee/,http://www.phishtank.com/phish_detail.php?phish_id=9296042,2025-12-21T02:27:38+00:00,yes,2025-12-21T02:52:00+00:00,yes,Other,1
,https://1xbet-best8.top/profile,,,,,,,0
,http://levolor.com/,,,,,,,0
9250593.0,https://us1.campaign-archive.com/?u=00eb57666c801c4cd161c9e3e&id=6b7fa7074e,http://www.phishtank.com/phish_detail.php?phish_id=9250593,2025-10-26T13:03:48+00:00,yes,2025-10-26T13:12:15+00:00,yes,Other,1
,https://epicserials.pro/,,,,,,,0
8252371.0,https://gov.emocaptcha.us/,http://www.phishtank.com/phish_detail.php?phish_id=8252371,2023-08-07T22:09:02+00:00,yes,2023-08-07T22:22:22+00:00,yes,Other,1
,https://webuyandrent.com/account,,,,,,,0
8717580.0,https://l.ead.me/bfJZ2A,http://www.phishtank.com/phish_detail.php?phish_id=8717580,2024-08-16T20:28:16+00:00,yes,2024-08-16T20:53:18+00:00,yes,Other,1
,https://academic-conferences.org/,,,,,,,0
,https://cxpjv.cn/,,,,,,,0
9183560.0,https://bafkreie6rjbjnoq2g6gm5u3m2gycycz7tatix3j5u5jz7agxloe3dbbzty.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=9183560,2025-08-14T10:14:47+00:00,yes,2025-08-14T10:31:53+00:00,yes,Other,1
,http://dveribelorussii.md/,,,,,,,0
8678202.0,https://bit.ly/3zPblgS,http://www.phishtank.com/phish_detail.php?phish_id=8678202,2024-07-25T22:56:20+00:00,yes,2024-07-25T23:04:12+00:00,yes,Other,1
,http://baaa-acro.com/,,,,,,,0
8899097.0,https://metabussiness-support.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8899097,2024-12-12T16:00:09+00:00,yes,2024-12-12T18:03:25+00:00,yes,Other,1
8626177.0,https://bit.ly/parcelstores,http://www.phishtank.com/phish_detail.php?phish_id=8626177,2024-06-23T12:55:39+00:00,yes,2024-06-23T13:04:21+00:00,yes,Other,1
8936073.0,https://bot11abc-el4.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8936073,2025-01-12T05:55:18+00:00,yes,2025-01-12T06:02:58+00:00,yes,Other,1
,http://3rdl.com/login,,,,,,,0
8082065.0,https://savefity-pagges-2023.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=8082065,2023-03-19T17:55:09+00:00,yes,2023-03-19T18:05:48+00:00,yes,Facebook,1
9134210.0,https://2f602l.share-eu1.hsforms.com/2bfpGC3C2S0S6kbj2vcRgLA,http://www.phishtank.com/phish_detail.php?phish_id=9134210,2025-06-22T09:48:21+00:00,yes,2025-06-22T09:52:00+00:00,yes,Other,1
8911341.0,https://wwi.avisos-gerente.app/,http://www.phishtank.com/phish_detail.php?phish_id=8911341,2024-12-20T15:00:11+00:00,yes,2025-02-17T17:32:36+00:00,yes,Other,1
8718864.0,https://l.ead.me/bfIlod,http://www.phishtank.com/phish_detail.php?phish_id=8718864,2024-08-17T18:06:35+00:00,yes,2024-08-17T18:23:15+00:00,yes,Other,1
,https://alfatransportes.com.br/,,,,,,,0
,https://radiohitbest.com/,,,,,,,0
8630428.0,https://pub-4d8b06bc4af740fcbdb9c2c4750621c4.r2.dev/bbbbbbbround.html,http://www.phishtank.com/phish_detail.php?phish_id=8630428,2024-06-26T13:48:34+00:00,yes,2024-06-27T21:43:18+00:00,yes,Other,1
9107775.0,https://onlines-btcommms.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9107775,2025-05-22T19:11:52+00:00,yes,2025-05-22T19:22:04+00:00,yes,Other,1
8398999.0,https://new.express.adobe.com/webpage/kQHwy0Ymzjdrt,http://www.phishtank.com/phish_detail.php?phish_id=8398999,2023-12-20T15:13:56+00:00,yes,2023-12-20T15:23:22+00:00,yes,Other,1
8122339.0,https://ipfs.best-practice.se/ipfs/bafybeicgdixfpwj4qebnisccqk3n424xj5logesxktswzli32ujfj6ydjy/,http://www.phishtank.com/phish_detail.php?phish_id=8122339,2023-04-20T01:42:04+00:00,yes,2023-04-20T01:45:56+00:00,yes,Other,1
8755253.0,https://l.ead.me/bfNp3N,http://www.phishtank.com/phish_detail.php?phish_id=8755253,2024-09-12T04:40:30+00:00,yes,2024-09-12T11:13:31+00:00,yes,Other,1
9177433.0,https://us18.campaign-archive.com/?u=0e4e27f25ce6b1f0c567b71b8&id=c851f4633e,http://www.phishtank.com/phish_detail.php?phish_id=9177433,2025-08-07T14:38:55+00:00,yes,2025-08-07T14:42:57+00:00,yes,Other,1
8574375.0,https://sites.google.com/view/prayertostpauli/home?authuser=3,http://www.phishtank.com/phish_detail.php?phish_id=8574375,2024-05-13T10:08:03+00:00,yes,2024-05-13T10:10:13+00:00,yes,Other,1
,http://nic.gallery/,,,,,,,0
,https://bumrb.com/,,,,,,,0
,https://18videoz.com/,,,,,,,0
8369278.0,https://mymobileapp-home.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8369278,2023-11-18T23:20:47+00:00,yes,2023-11-18T23:33:07+00:00,yes,Other,1
9067792.0,https://eaglesecureorg.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9067792,2025-04-19T20:12:19+00:00,yes,2025-04-19T20:21:48+00:00,yes,Other,1
,http://lambo68.online/,,,,,,,0
,https://monportlaser.com/products,,,,,,,0
,https://integritynet.com/login,,,,,,,0
7814186.0,https://business1289768912.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7814186,2022-10-07T13:59:43+00:00,yes,2022-10-07T14:10:24+00:00,yes,Other,1
,http://xianztehotel.cn/search?q=test,,,,,,,0
8709785.0,https://l.ead.me/bfIn2u,http://www.phishtank.com/phish_detail.php?phish_id=8709785,2024-08-13T20:41:06+00:00,yes,2024-08-13T21:04:22+00:00,yes,Other,1
9058267.0,https://skincareanti-aging.com/wp-admin/edit-tag.php,http://www.phishtank.com/phish_detail.php?phish_id=9058267,2025-04-11T12:25:02+00:00,yes,2025-04-11T15:32:29+00:00,yes,Other,1
8695043.0,https://my-ee-services.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8695043,2024-08-05T07:00:12+00:00,yes,2024-08-05T07:04:24+00:00,yes,Other,1
8796244.0,https://l.ead.me/bfSIL7,http://www.phishtank.com/phish_detail.php?phish_id=8796244,2024-10-06T15:43:28+00:00,yes,2024-10-06T15:52:53+00:00,yes,Other,1
,https://lboro.ac.uk/,,,,,,,0
,http://bopod.cn/home,,,,,,,0
9030997.0,https://docs.google.com/presentation/d/e/2PACX-1vQ_atXN7mUQbc-rawhB5nyiVaq97-GEEC0_EqXVZ49hmZzfpZKgfdpkQlGfm9KJhgVV-lTphgqU5shr/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=9030997,2025-03-26T19:40:58+00:00,yes,2025-03-26T19:51:57+00:00,yes,Other,1
,https://talas89fly.com/search?q=test,,,,,,,0
8410114.0,https://docs.google.com/drawings/d/19uhCjIK_h1TU6T00IWUHtA9JpZT3WKLXVNuNNQ5sqyQ/preview,http://www.phishtank.com/phish_detail.php?phish_id=8410114,2024-01-03T14:37:03+00:00,yes,2024-01-05T17:13:25+00:00,yes,Internal Revenue Service,1
8153472.0,https://gatewaypackersandmovers.com/,http://www.phishtank.com/phish_detail.php?phish_id=8153472,2023-05-24T01:02:53+00:00,yes,2023-05-24T01:22:21+00:00,yes,Other,1
8738341.0,https://q-r.to/bfLwNh,http://www.phishtank.com/phish_detail.php?phish_id=8738341,2024-08-30T21:37:04+00:00,yes,2024-08-30T21:53:03+00:00,yes,Other,1
,https://zefid.fr/login,,,,,,,0
9154126.0,https://us9.campaign-archive.com/?u=bc2c5fed5a12905a9a066a89d&id=a8df99530f,http://www.phishtank.com/phish_detail.php?phish_id=9154126,2025-07-13T08:23:32+00:00,yes,2025-07-18T10:22:20+00:00,yes,Other,1
,http://jouwbegin.nl/account,,,,,,,0
9149049.0,https://us9.campaign-archive.com/?u=b619190329683bd0615f49338&id=f39b72e482,http://www.phishtank.com/phish_detail.php?phish_id=9149049,2025-07-07T13:38:56+00:00,yes,2025-07-18T10:22:22+00:00,yes,Other,1
9235272.0,https://beif.com.mx/.well-known/pki-validation/wp-file-manager/lib/sounds/ions.com/,http://www.phishtank.com/phish_detail.php?phish_id=9235272,2025-10-09T05:37:18+00:00,yes,2025-10-09T05:42:38+00:00,yes,Other,1
,http://massdynamic.net/,,,,,,,0
9246879.0,https://portaldasfinancas.gov.pt/pf/html/indisponivel.html,http://www.phishtank.com/phish_detail.php?phish_id=9246879,2025-10-22T07:31:40+00:00,yes,2025-10-22T07:42:20+00:00,yes,Other,1
,https://proteanhub.com/,,,,,,,0
,https://servisebi.ge/home,,,,,,,0
,https://vrutal.com/,,,,,,,0
9273692.0,https://bafybeiamo2yli2vn6dvjshqwwvj3armjgxlo7ftkclqthmz5bvcdvitmui.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=9273692,2025-11-21T05:11:11+00:00,yes,2025-11-21T05:52:23+00:00,yes,Other,1
8793554.0,https://l.ead.me/bfS4tn,http://www.phishtank.com/phish_detail.php?phish_id=8793554,2024-10-04T18:00:55+00:00,yes,2024-10-04T18:13:16+00:00,yes,Other,1
8018924.0,https://voubalitiquemono.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8018924,2023-01-28T00:27:31+00:00,yes,2023-01-28T00:32:19+00:00,yes,Other,1
,https://pfp56p.cn/profile,,,,,,,0
9058918.0,https://kckjzjnrkb.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=9058918,2025-04-12T05:14:55+00:00,yes,2025-04-12T05:32:14+00:00,yes,Other,1
8563220.0,https://docs.google.com/presentation/d/e/2PACX-1vSNRkKZebK6MvlOz1ENdLu_3Err-05_k5aXpVLHTwXOQzGZkU42AsKI4j-3BMZJSoGG63MmcWGFFIy0/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8563220,2024-05-04T17:31:09+00:00,yes,2024-05-04T17:43:14+00:00,yes,Other,1
9269031.0,https://propertymanagementnaples.com/?f=,http://www.phishtank.com/phish_detail.php?phish_id=9269031,2025-11-16T10:07:30+00:00,yes,2025-11-16T10:12:28+00:00,yes,Other,1
,https://l2db.info/,,,,,,,0
,https://carontetourist.it/about,,,,,,,0
,http://invest.bnpparibas/products,,,,,,,0
,https://dioguinho.com/home,,,,,,,0
9259796.0,https://ipfs.io/ipfs/bafkreieccjks7r6pvye6mk5euseah7y7syed4nrxw2zz3nteohwng2gxdu,http://www.phishtank.com/phish_detail.php?phish_id=9259796,2025-11-06T01:43:07+00:00,yes,2025-11-06T01:52:00+00:00,yes,Other,1
8721877.0,https://qrco.de/bfJrwc,http://www.phishtank.com/phish_detail.php?phish_id=8721877,2024-08-19T19:41:20+00:00,yes,2024-08-19T19:53:34+00:00,yes,Other,1
9147389.0,https://btnewmailser.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9147389,2025-07-04T22:18:27+00:00,yes,2025-07-04T22:32:09+00:00,yes,Other,1
,http://blumob.com.br/search?q=test,,,,,,,0
8814386.0,https://docs.google.com/presentation/d/e/2PACX-1vQK_Jj5RCFG-EG67i_Mh8f3T8lTqTh8HCDlXvG9sWV18Jw2utbvfpVm3YqmqJu77-b4bbO9FyzK_PLl/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8814386,2024-10-19T19:01:18+00:00,yes,2024-10-26T23:42:25+00:00,yes,Other,1
8493045.0,https://acstrasbourg6.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8493045,2024-03-14T15:49:33+00:00,yes,2024-03-14T15:52:52+00:00,yes,Other,1
9157071.0,https://royalcrest-7e1eb.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=9157071,2025-07-16T13:55:32+00:00,yes,2025-07-17T02:42:27+00:00,yes,Other,1
,https://bb-fnds.com/login,,,,,,,0
8714786.0,https://pagesp118.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8714786,2024-08-15T20:33:45+00:00,yes,2024-08-15T20:53:52+00:00,yes,Other,1
8765242.0,https://bityl.co/S41B,http://www.phishtank.com/phish_detail.php?phish_id=8765242,2024-09-18T09:12:16+00:00,yes,2024-09-18T16:13:02+00:00,yes,Other,1
8833995.0,https://rzetsd57687iguyicuyiu-sd7g9oifyuthrdjufigku.teemill.com/,http://www.phishtank.com/phish_detail.php?phish_id=8833995,2024-11-04T11:05:31+00:00,yes,2024-11-04T11:11:47+00:00,yes,Other,1
,https://initd.org/,,,,,,,0
,https://telecom.net.et/,,,,,,,0
8714151.0,https://dropbox.com/scl/fi/dwyuzhi4ysxofahl6arjp/BT-INTERNET.paper?dl=0&rlkey=lhlf93amodggb027138xjszd0,http://www.phishtank.com/phish_detail.php?phish_id=8714151,2024-08-15T10:45:03+00:00,yes,2024-08-15T10:52:52+00:00,yes,Other,1
,https://kamalsanata.com/account,,,,,,,0
,https://dl5b6c1.com/products,,,,,,,0
,http://jugabet.cl/search?q=test,,,,,,,0
,https://50k0jy.com/,,,,,,,0
,https://hopeofsudan.org/,,,,,,,0
,https://fleischmannsyeast.com/search?q=test,,,,,,,0
,http://gitn.net.my/home,,,,,,,0
9029491.0,http://bancodeoccidente.blogspot.lt/,http://www.phishtank.com/phish_detail.php?phish_id=9029491,2025-03-25T16:17:08+00:00,yes,2025-08-19T17:32:49+00:00,yes,Other,1
8314726.0,https://taplink.cc/nxdjsja,http://www.phishtank.com/phish_detail.php?phish_id=8314726,2023-09-28T18:21:15+00:00,yes,2023-09-28T22:33:44+00:00,yes,Other,1
8438070.0,https://bravera-t1.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8438070,2024-02-01T17:07:10+00:00,yes,2024-02-01T17:11:55+00:00,yes,Other,1
8785811.0,https://sites.google.com/view/qaxqf/home,http://www.phishtank.com/phish_detail.php?phish_id=8785811,2024-09-28T20:06:32+00:00,yes,2024-09-28T21:03:54+00:00,yes,Other,1
,http://intaste.de/,,,,,,,0
9176585.0,https://bafkreifro556g4b4qsl7oxzj353nbgjqdx3y7dw6enszwspu3aicwzivvq.ipfs.dweb.link/,http://www.phishtank.com/phish_detail.php?phish_id=9176585,2025-08-07T03:11:57+00:00,yes,2025-08-07T03:51:50+00:00,yes,Other,1
8350219.0,https://flowcode.com/page/kjhgfgyuioijhgv,http://www.phishtank.com/phish_detail.php?phish_id=8350219,2023-10-31T19:44:43+00:00,yes,2023-10-31T19:53:58+00:00,yes,Other,1
8767746.0,https://l.ead.me/bfPH02,http://www.phishtank.com/phish_detail.php?phish_id=8767746,2024-09-19T19:47:15+00:00,yes,2024-09-19T19:53:03+00:00,yes,Other,1
8793641.0,https://qrco.de/i2u3hbelkdgdmafgd,http://www.phishtank.com/phish_detail.php?phish_id=8793641,2024-10-04T18:19:51+00:00,yes,2024-10-04T18:23:18+00:00,yes,Other,1
,https://frontdesk.co.in/,,,,,,,0
,https://safqqa-eg.com/account,,,,,,,0
,http://assistlytech.com/products,,,,,,,0
8609099.0,https://pub-c2a53e31bae249dd9bedc2845ead1f0e.r2.dev/index.html,http://www.phishtank.com/phish_detail.php?phish_id=8609099,2024-06-10T01:47:48+00:00,yes,2024-06-10T01:53:22+00:00,yes,Other,1
8852283.0,https://docs.google.com/presentation/d/e/2PACX-1vR0DLBJ4raFQo4CgdyVTIUT99rAUU-tFiH-p6JgB4aeqpOfrAoO3w1BKs6Tw81HpjuePPk74NiI6lO9/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8852283,2024-11-14T17:03:07+00:00,yes,2024-11-14T17:13:11+00:00,yes,Other,1
,https://uei.edu/,,,,,,,0
8180164.0,http://43.159.39.69/InteractiveLogin?continue=https://accounts.google.com/&amp;ffgf=1&amp;followup=https://accounts.google.com&amp;passive=1209600&amp;ifkv=Af_xneF301UQL2WAwN9YYYxEl4vMxvcWZcr3EZbHcll2TKDdvQIXjgt2b-UIEM51_OH-9kpeucDQ0A,http://www.phishtank.com/phish_detail.php?phish_id=8180164,2023-06-15T06:01:48+00:00,yes,2023-09-01T01:04:30+00:00,yes,Other,1
,https://gctel.net/home,,,,,,,0
8493833.0,https://pouracquisconf-fr.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8493833,2024-03-15T02:38:41+00:00,yes,2024-03-15T02:42:16+00:00,yes,Other,1
,https://soapoperanews.net/about,,,,,,,0
,https://clarkeamerican.com/home,,,,,,,0
8378647.0,https://asdfgh-da978.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8378647,2023-11-29T16:30:08+00:00,yes,2023-11-29T17:04:57+00:00,yes,Other,1
8464254.0,https://sonnoao.it/,http://www.phishtank.com/phish_detail.php?phish_id=8464254,2024-02-23T08:13:37+00:00,yes,2024-02-23T08:22:42+00:00,yes,Other,1
,https://grtjl.com/,,,,,,,0
,https://czxlbj.com/,,,,,,,0
,https://meijirugby.jp/,,,,,,,0
,https://av19.gg/,,,,,,,0
8870236.0,https://docs.google.com/presentation/d/e/2PACX-1vRUAOXjK9tnc6P0pUBujPAphssRJKY9_XhGE3DoypWXdAI92wsuYcgjwGItb-fksaR_cC3xRebU2odk/pub?start=false&loop=false&delayms=3000&slide=id.p,http://www.phishtank.com/phish_detail.php?phish_id=8870236,2024-11-26T07:06:44+00:00,yes,2024-11-26T07:12:31+00:00,yes,Other,1
8614544.0,https://odesli.co/qd3wswzdvcnrv,http://www.phishtank.com/phish_detail.php?phish_id=8614544,2024-06-13T18:03:47+00:00,yes,2024-06-14T11:34:15+00:00,yes,Other,1
9178636.0,https://l.wl.co/l?u=https://ungu.in/aerhbaergaergvaerx,http://www.phishtank.com/phish_detail.php?phish_id=9178636,2025-08-08T21:04:33+00:00,yes,2025-08-08T21:12:33+00:00,yes,Other,1
8794346.0,https://linkin.bio/bankaxept/,http://www.phishtank.com/phish_detail.php?phish_id=8794346,2024-10-05T00:47:16+00:00,yes,2024-10-05T01:04:06+00:00,yes,Other,1
9295473.0,https://pvjxu.numina.cfd/gardxzb0xj5vMf6iwt69ht,http://www.phishtank.com/phish_detail.php?phish_id=9295473,2025-12-20T08:36:04+00:00,yes,2025-12-20T09:03:04+00:00,yes,Other,1
9277815.0,https://previewer.adalo.com/e98c563a-005b-4fd2-a550-a4914b87e926?target=c23c6fc2327047528d008524c980fad6&params=%7B%7D,http://www.phishtank.com/phish_detail.php?phish_id=9277815,2025-11-26T20:00:44+00:00,yes,2025-11-26T20:11:59+00:00,yes,Other,1
,https://undraw.co/,,,,,,,0
,http://bloomberg.org/,,,,,,,0
8451873.0,https://pub-549b5fda7bd04200b17c91c72e4850ac.r2.dev/kmezgdkjrhgkcpbokdrmhctqpphdzkh.html,http://www.phishtank.com/phish_detail.php?phish_id=8451873,2024-02-14T08:22:33+00:00,yes,2024-02-14T08:31:57+00:00,yes,Microsoft,1
,http://nadula.com/,,,,,,,0
8748837.0,https://qrco.de/bfN82G,http://www.phishtank.com/phish_detail.php?phish_id=8748837,2024-09-07T23:28:41+00:00,yes,2024-09-07T23:33:12+00:00,yes,Other,1
8851032.0,https://docs.google.com/presentation/d/e/2PACX-1vQ3jaJBtZmgCoWMW0HHMnszHQ5BbNxW6Vt6n9x80qadJX6W4iQl0ijh4LEoM7dmveUHss3seWJtSQ86/pub?start=false&loop=false&delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8851032,2024-11-13T21:48:22+00:00,yes,2024-11-13T21:52:55+00:00,yes,Other,1
,http://movie-lovesong.jp/,,,,,,,0
9287139.0,http://allegrolokalnie.pl-731260.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=9287139,2025-12-10T02:28:28+00:00,yes,2025-12-10T02:32:33+00:00,yes,Allegro,1
8736458.0,https://gnouxve.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8736458,2024-08-29T17:19:50+00:00,yes,2024-08-29T17:23:14+00:00,yes,Other,1
9282026.0,https://trezr-suitee-app.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=9282026,2025-12-02T19:55:22+00:00,yes,2025-12-02T20:03:19+00:00,yes,Other,1
9303266.0,https://docs.google.com/drawings/d/1A1Iavaj0DTsvDxurmafmyTJQ9Zy7d6xngBF6Kp-LfeQ/edit,http://www.phishtank.com/phish_detail.php?phish_id=9303266,2026-01-02T15:29:04+00:00,yes,2026-01-02T15:32:18+00:00,yes,Other,1
8121359.0,https://mof-gov-71fd1.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8121359,2023-04-19T03:53:03+00:00,yes,2023-04-19T04:07:39+00:00,yes,Other,1
9167076.0,https://us2.campaign-archive.com/?u=681541d5891f66ad3b83ea132,http://www.phishtank.com/phish_detail.php?phish_id=9167076,2025-07-28T07:45:21+00:00,yes,2025-07-28T07:52:15+00:00,yes,Other,1
9288372.0,https://zmail-tnebnet-org-zimbra-login.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=9288372,2025-12-11T17:36:09+00:00,yes,2025-12-11T17:42:11+00:00,yes,Other,1
8817949.0,https://docs.google.com/presentation/d/e/2PACX-1vQggAkLTJiDU11stZDbtc3Rko3u8-5MZyAo9gvyPzFqVs2qmOJvaChyvAKiZ0scVUv507WuFdUmB43S/pub?start=false&amp;loop=false&amp;delayms=3000,http://www.phishtank.com/phish_detail.php?phish_id=8817949,2024-10-23T18:42:01+00:00,yes,2024-10-27T12:52:26+00:00,yes,Other,1
,https://detrade.com/search?q=test,,,,,,,0
9283779.0,"https://bluffsidemedia.com/att?https://i19bct-aq.myshopify.com/discount/EATFGN8G&dm_i=7Z72,271Y,40Y27R,AIGD,1",http://www.phishtank.com/phish_detail.php?phish_id=9283779,2025-12-04T17:48:49+00:00,yes,2025-12-04T17:52:43+00:00,yes,Other,1
8471635.0,https://rp.mockplus.com/run/VWqZ-QKdeG/N9LxkTORqs?cps=hide,http://www.phishtank.com/phish_detail.php?phish_id=8471635,2024-02-29T23:07:53+00:00,yes,2024-02-29T23:23:27+00:00,yes,Other,1
